"determiner","target_object1","figure","ExpFiller","correctAns1","object1","prime","target2","location3","location5","Prime","display_type","list","correctAns2","location4","size","workerid","object3","condition","target_figure3","instruction1","response","Res_object","condition1","location1","Answer.condition","target_object3","location10","Answer.time_in_minutes","instruction3","location6","object4","location9","location8","target1","size1","determiner1","displayID","response_times","competitor2","location7","location2","competitor1","object2","target_figure1","Intro_object","setting","speaker_cond"
"all","","Michael's","Exp","AOI3","","",9,"2_scissors","1_ruler","GirlAllMichaelScissors","44-22",2,"AOI9","3_rulers","small",47,"","all","girl","","['AOI10', 'AOI10', 'AOI10', 'AOI10']","","","3_erasers","undefined","2_scissors","girl",8.3771,"Click on the girl that has all of Michael's scissors","1_eraser","","girl","boy",3,"","",30,"[1046, 1807, 4301, 4853]",10,"boy","2_pencils",4,"","","","stationeries","list2"
"three","","Amy's","Exp","AOI4","","",10,"2_spoons","1_plate","GirlThreeAmyForks","44-22",2,"AOI10","3_forks","big",47,"","num","girl","","['AOI10', 'AOI10', 'AOI10', 'AOI10']","","","3_plates","undefined","3_forks","girl",8.3771,"Click on the girl that has three of Amy's forks","1_fork","","girl","boy",4,"","",36,"[1695, 4230, 6039, 7231]",9,"boy","2_knives",3,"","","","kitchenwares","list2"
"some","","Susan's","Exp","AOI2","","",8,"3_bananas","1_banana","BoySomeSusanPears","44-22",2,"AOI8","2_oranges","big",47,"","some","boy","","['AOI10', 'AOI8', 'AOI8', 'AOI8']","","","2_apples","undefined","3_pears","girl",8.3771,"Click on the boy that has some of Susan's pears","1_pear","","girl","boy",2,"","",24,"[878, 2414, 4861, 5901]",7,"boy","3_pears",1,"","","","fruit","list2"
"all","","Susan's","Exp","AOI4","","",10,"3_apples","1_apple","GirlAllSusanOranges","44-22",2,"AOI10","2_oranges","small",47,"","all","girl","","['AOI8', 'AOI10', 'AOI9', 'AOI10']","","","3_pears","undefined","2_oranges","girl",8.3771,"Click on the girl that has all of Susan's oranges","1_pear","","girl","boy",4,"","",20,"[1549, 3525, 5373, 6252]",9,"boy","2_bananas",3,"","","","fruit","list2"
"all","","Michael's","Exp","AOI2","","",8,"2_rulers","1_ruler","BoyAllMichaelPencils","33-33",2,"AOI8","3_scissors","big",47,"","all","boy","","['AOI10', 'AOI8', 'AOI8', 'AOI8']","","","2_erasers","undefined","3_pencils","girl",8.3771,"Click on the boy that has all of Michael's pencils","1_eraser","","girl","boy",2,"","",11,"[910, 3886, 5790, 6830]",7,"boy","3_pencils",1,"","","","stationeries","list2"
"some","","Susan's","Exp","AOI4","","",10,"3_oranges","1_banana","GirlSomeSusanBananas","33-33",2,"AOI10","2_bananas","small",47,"","some","girl","","['AOI8', 'AOI10', 'AOI10', 'AOI10']","","","2_pears","undefined","2_bananas","girl",8.3771,"Click on the girl that has some of Susan's bananas","1_pear","","girl","boy",4,"","",5,"[878, 2222, 4238, 5453]",9,"boy","3_apples",3,"","","","fruit","list2"
"one","","Amy's","Filler","AOI1","","",7,"3_forks","2_plates","BoyOneAmyPlates","33-33",2,"AOI7","3_spoons","small",47,"","one","boy","","['AOI10', 'AOI8', 'AOI7', 'AOI7']","","","1_plate","undefined","1_plate","girl",8.3771,"Click on the boy that has one of Amy's plates","0","","girl","boy",1,"","",38,"[862, 3021, 5919, 6461]",8,"boy","3_knives",2,"","","","kitchenwares","list2"
"some","","Susan's","Exp","AOI3","","",9,"2_apples","1_apple","GirlSomeSusanApples","33-33",2,"AOI9","3_pears","small",47,"","some","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","2_oranges","undefined","2_apples","girl",8.3771,"Click on the girl that has some of Susan's apples","1_orange","","girl","boy",3,"","",6,"[2127, 3458, 4862, 5551]",10,"boy","3_bananas",4,"","","","fruit","list2"
"two","","Amy's","Exp","AOI1","","",7,"2_knives","1_spoon","BoyTwoAmySpoons","33-33",2,"AOI7","3_plates","small",47,"","num","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","2_spoons","undefined","2_spoons","girl",8.3771,"Click on the boy that has two of Amy's spoons","1_knife","","girl","boy",1,"","",17,"[2165, 2845, 4948, 5588]",8,"boy","3_forks",2,"","","","kitchenwares","list2"
"some","","Susan's","Exp","AOI3","","",9,"3_oranges","1_apple","GirlSomeSusanOranges","44-22",2,"AOI9","2_bananas","big",47,"","some","girl","","['AOI7', 'AOI9', 'AOI9', 'AOI9']","","","3_apples","undefined","3_oranges","girl",8.3771,"Click on the girl that has some of Susan's oranges","1_orange","","girl","boy",3,"","",23,"[1743, 3533, 4390, 5037]",10,"boy","2_pears",4,"","","","fruit","list2"
"four","","Susan's","Filler","AOI2","","",8,"3_pears","1_orange","BoyFourSusanBananas","44-22",2,"AOI8","2_apples","big",47,"","four","boy","","['AOI7', 'AOI7', 'AOI8', 'AOI8']","","","1_orange","undefined","4_bananas","girl",8.3771,"Click on the boy that has four of Susan's bananas","1_pear","","girl","boy",2,"","",44,"[3062, 3782, 7126, 8174]",7,"boy","4_bananas",1,"","","","fruit","list2"
"some","","Michael's","Exp","AOI2","","",8,"2_scissors","1_pencil","BoySomeMichaelErasers","44-22",2,"AOI8","3_pencils","big",47,"","some","boy","","['AOI10', 'AOI8', 'AOI8', 'AOI8']","","","2_rulers","undefined","3_erasers","girl",8.3771,"Click on the boy that has some of Michael's erasers","1_eraser","","girl","boy",2,"","",27,"[4477, 6333, 7253, 8228]",7,"boy","3_erasers",1,"","","","stationeries","list2"
"two","","Amy's","Exp","AOI4","","",10,"3_knives","1_spoon","GirlTwoAmyPlates","44-22",2,"AOI10","2_plates","small",47,"","num","girl","","['AOI7', 'AOI9', 'AOI10', 'AOI10']","","","3_spoons","undefined","2_plates","girl",8.3771,"Click on the girl that has two of Amy's plates","1_knife","","girl","boy",4,"","",35,"[4029, 6069, 7557, 8757]",9,"boy","2_forks",3,"","","","kitchenwares","list2"
"one","","Michael's","Filler","AOI3","","",9,"1_eraser","2_erasers","GirlOneMichaelErasers","33-33",2,"AOI9","3_rulers","small",47,"","one","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","3_pencils","undefined","1_eraser","girl",8.3771,"Click on the girl that has one of Michael's erasers","0","","girl","boy",3,"","",41,"[4311, 5127, 6414, 7150]",10,"boy","3_scissors",4,"","","","stationeries","list2"
"one","","Susan's","Filler","AOI1","","",7,"3_bananas","2_apples","BoyOneSusanApples","33-33",2,"AOI7","3_oranges","small",47,"","one","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","1_apple","undefined","1_apple","girl",8.3771,"Click on the boy that has one of Susan's apples","0","","girl","boy",1,"","",37,"[1774, 2766, 4702, 9726]",8,"boy","3_pears",2,"","","","fruit","list2"
"some","","Michael's","Exp","AOI1","","",7,"2_erasers","1_ruler","BoySomeMichaelScissors","44-22",2,"AOI7","3_rulers","big",47,"","some","boy","","['AOI10', 'AOI8', 'AOI8', 'AOI7']","","","3_scissors","undefined","3_scissors","girl",8.3771,"Click on the boy that has some of Michael's scissors","1_scissor","","girl","boy",1,"","",28,"[3133, 5125, 6981, 8420]",8,"boy","2_pencils",2,"","","","stationeries","list2"
"three","","Susan's","Exp","AOI2","","",8,"3_oranges","1_orange","BoyThreeSusanPears","44-22",2,"AOI8","2_bananas","big",47,"","num","boy","","['AOI9', 'AOI8', 'AOI8', 'AOI8']","","","2_apples","undefined","3_pears","girl",8.3771,"Click on the boy that has three of Susan's pears","1_pear","","girl","boy",2,"","",22,"[2447, 4431, 5798, 7015]",7,"boy","3_pears",1,"","","","fruit","list2"
"","2_apples","Susan","Prac","AOI1","apples","BoySomeSusanapples",NA,"2_pears","1_apple","","33-33",NA,"AOI7","3_oranges","",48,"D3_bananas","","","Click on the boy that has some of Susan's apples","['AOI9', 'AOI7', 'AOI7', 'AOI8']","Fruit_residue","some","2_apples","undefined","","girl",39.01905,"","1_pear","D3_oranges","girl","boy",1,"small","some",1,"",NA,"boy","3_bananas",2,"D3_pears","boy","Fruit_Susan_Monday","fruit","list2"
"","2_pears","Susan","Prac","AOI2","pears","BoyAllSusanpears",NA,"3_apples","1_apple","","44-22",NA,"AOI8","2_oranges","",48,"D4_bananas","","","Click on the boy that has all of Susan's pears","['AOI3', 'AOI7', 'AOI2', 'AOI10']","Slience","all","3_bananas","undefined","","girl",39.01905,"","1_banana","D2_oranges","girl","boy",2,"small","all",2,"",NA,"boy","2_pears",1,"D2_pears","boy","Fruit_Susan_Tuesday","fruit","list2"
"","3_erasers","Michael","Prac","AOI3","erasers","GirlAllMichaelerasers",NA,"3_erasers","1_pencil","","33-33",NA,"AOI9","2_rulers","",48,"D3_erasers","","","Click on the girl that has all of Michael's erasers","['AOI10', 'AOI10', 'AOI2', 'AOI8']","Residue_stationary","all","3_scissors","undefined","","girl",39.01905,"","1_ruler","D3_rulers","girl","boy",3,"big","all",3,"",NA,"boy","2_pencils",4,"D3_pencils","girl","Stationary_Michael_Monday","office supplies","list2"
"","2_rulers","Michael","Prac","AOI4","rulers","GirlTwoMichaelrulers",NA,"3_erasers","1_pencil","","44-22",NA,"AOI10","2_rulers","",48,"D4_erasers","","","Click on the girl that has two of Michael's rulers","['AOI7', 'AOI7', 'AOI1', 'AOI2']","Residue_stationary","num","3_pencils","undefined","","girl",39.01905,"","1_eraser","D2_rulers","girl","boy",4,"small","two",4,"",NA,"boy","2_scissors",3,"D4_pencils","girl","Stationary_Michael_Tuesday","office supplies","list2"
"","3_spoons","Amy","Prac","AOI1","spoons","BoyThreeAmyspoons",NA,"3_plates","1_fork","","33-33",NA,"AOI7","2_forks","",48,"D3_spoons","","","Click on the boy that has three of Amy's spoons","['AOI8', 'AOI9', 'AOI9', 'AOI9']","Slience","num","3_spoons","undefined","","girl",39.01905,"","1_knife","D3_knives","girl","boy",1,"big","three",5,"",NA,"boy","2_knives",2,"D3_forks","boy","kitchware_Amy_Tuesday","kitchenwares","list2"
"","3_knives","Amy","Prac","AOI3","knives","GirlSomeAmyknives",NA,"3_knives","1_fork","","44-22",NA,"AOI9","2_plates","",48,"D2_spoons","","","Click on the girl that has some of Amy's knives","['AOI7', 'AOI1', 'AOI8', 'AOI8']","Residue_kitchen","some","2_spoons","undefined","","girl",39.01905,"","1_knife","D4_knives","girl","boy",3,"big","some",6,"",NA,"boy","3_forks",4,"D4_forks","girl","kitchware_Amy_Monday","kitchenwares","list2"
"some","","Michael's","Exp","AOI3","","",9,"2_rulers","1_ruler","GirlSomeMichaelRulers","33-33",2,"AOI9","3_erasers","small",48,"","some","girl","","['AOI10', 'AOI7', 'AOI7', 'AOI9']","","","3_pencils","undefined","2_rulers","girl",39.01905,"Click on the girl that has some of Michael's rulers","1_scissor","","girl","boy",3,"","",9,"[764, 933, 953, 1080]",10,"boy","2_scissors",4,"","","","stationeries","list2"
"all","","Susan's","Exp","AOI3","","",9,"2_pears","1_banana","GirlAllSusanPears","44-22",2,"AOI9","3_bananas","small",48,"","all","girl","","['AOI10', 'AOI8', 'AOI9', 'AOI7']","","","3_oranges","undefined","2_pears","girl",39.01905,"Click on the girl that has all of Susan's pears","1_orange","","girl","boy",3,"","",19,"[43, 146, 329, 985]",10,"boy","2_apples",4,"","","","fruit","list2"
"some","","Susan's","Exp","AOI2","","",8,"3_bananas","1_banana","BoySomeSusanPears","44-22",2,"AOI8","2_oranges","big",48,"","some","boy","","['AOI2', 'AOI2', 'AOI2', 'AOI9']","","","2_apples","undefined","3_pears","girl",39.01905,"Click on the boy that has some of Susan's pears","1_pear","","girl","boy",2,"","",24,"[454, 520, 578, 652]",7,"boy","3_pears",1,"","","","fruit","list2"
"all","","Michael's","Exp","AOI2","","",8,"3_scissors","1_pencil","BoyAllMichaelErasers","44-22",2,"AOI8","2_rulers","small",48,"","all","boy","","['AOI9', 'AOI7', 'AOI1', 'AOI9']","","","3_pencils","undefined","2_erasers","girl",39.01905,"Click on the boy that has all of Michael's erasers","1_scissor","","girl","boy",2,"","",29,"[10, 15, 16, 18]",7,"boy","2_erasers",1,"","","","stationeries","list2"
"some","","Amy's","Exp","AOI1","","",7,"2_plates","1_spoon","BoySomeAmySpoons","33-33",2,"AOI7","3_forks","small",48,"","some","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI1']","","","2_spoons","undefined","2_spoons","girl",39.01905,"Click on the boy that has some of Amy's spoons","1_plate","","girl","boy",1,"","",14,"[91, 346, 348, 400]",8,"boy","3_knives",2,"","","","kitchenwares","list2"
"three","","Susan's","Exp","AOI2","","",8,"3_oranges","1_orange","BoyThreeSusanPears","44-22",2,"AOI8","2_bananas","big",48,"","num","boy","","['AOI10', 'AOI10', 'AOI2', 'AOI8']","","","2_apples","undefined","3_pears","girl",39.01905,"Click on the boy that has three of Susan's pears","1_pear","","girl","boy",2,"","",22,"[100, 155, 265, 308]",7,"boy","3_pears",1,"","","","fruit","list2"
"all","","Susan's","Exp","AOI1","","",7,"2_bananas","1_banana","BoyAllSusanApples","33-33",2,"AOI7","3_pears","big",48,"","all","boy","","['AOI8', 'AOI2', 'AOI8', 'AOI7']","","","3_apples","undefined","3_apples","girl",39.01905,"Click on the boy that has all of Susan's apples","1_orange","","girl","boy",1,"","",2,"[30, 313, 370, 482]",8,"boy","2_oranges",2,"","","","fruit","list2"
"some","","Michael's","Exp","AOI1","","",7,"2_erasers","1_ruler","BoySomeMichaelScissors","44-22",2,"AOI7","3_rulers","big",48,"","some","boy","","['AOI7', 'AOI10', 'AOI2', 'AOI2']","","","3_scissors","undefined","3_scissors","girl",39.01905,"Click on the boy that has some of Michael's scissors","1_scissor","","girl","boy",1,"","",28,"[302, 457, 518, 548]",8,"boy","2_pencils",2,"","","","stationeries","list2"
"two","","Michael's","Exp","AOI2","","",8,"3_erasers","1_pencil","BoyTwoMichaelPencils","33-33",2,"AOI8","2_rulers","small",48,"","num","boy","","['AOI10', 'AOI7', 'AOI7', 'AOI9']","","","3_scissors","undefined","2_pencils","girl",39.01905,"Click on the boy that has two of Michael's pencils","1_ruler","","girl","boy",2,"","",7,"[122, 250, 341, 379]",7,"boy","2_pencils",1,"","","","stationeries","list2"
"one","","Susan's","Filler","AOI1","","",7,"3_bananas","2_apples","BoyOneSusanApples","33-33",2,"AOI7","3_oranges","small",48,"","one","boy","","['AOI9', 'AOI9', 'AOI3', 'AOI3']","","","1_apple","undefined","1_apple","girl",39.01905,"Click on the boy that has one of Susan's apples","0","","girl","boy",1,"","",37,"[275, 325, 562, 595]",8,"boy","3_pears",2,"","","","fruit","list2"
"some","","Susan's","Exp","AOI3","","",9,"3_oranges","1_apple","GirlSomeSusanOranges","44-22",2,"AOI9","2_bananas","big",48,"","some","girl","","['AOI10', 'AOI1', 'AOI10', 'AOI8']","","","3_apples","undefined","3_oranges","girl",39.01905,"Click on the girl that has some of Susan's oranges","1_orange","","girl","boy",3,"","",23,"[407, 499, 1306, 1431]",10,"boy","2_pears",4,"","","","fruit","list2"
"three","","Amy's","Exp","AOI1","","",7,"3_spoons","1_plate","BoyThreeAmyKnives","33-33",2,"AOI7","2_forks","big",48,"","num","boy","","['AOI7', 'AOI9', 'AOI10', 'AOI10']","","","3_knives","undefined","3_knives","girl",39.01905,"Click on the boy that has three of Amy's knives","1_fork","","girl","boy",1,"","",18,"[63, 181, 235, 249]",8,"boy","2_plates",2,"","","","kitchenwares","list2"
"four","","Michael's","Filler","AOI1","","",7,"2_rulers","1_pencil","BoyFourMichaelScissors","44-22",2,"AOI7","3_erasers","big",48,"","four","boy","","['AOI2', 'AOI8', 'AOI8', 'AOI8']","","","4_scissors","undefined","4_scissors","girl",39.01905,"Click on the boy that has four of Michael's scissors","1_eraser","","girl","boy",1,"","",43,"[99, 162, 163, 164]",8,"boy","1_pencil",2,"","","","stationeries","list2"
"one","","Michael's","Filler","AOI3","","",9,"1_eraser","2_erasers","GirlOneMichaelErasers","33-33",2,"AOI9","3_rulers","small",48,"","one","girl","","['AOI10', 'AOI9', 'AOI7', 'AOI7']","","","3_pencils","undefined","1_eraser","girl",39.01905,"Click on the girl that has one of Michael's erasers","0","","girl","boy",3,"","",41,"[112, 149, 211, 286]",10,"boy","3_scissors",4,"","","","stationeries","list2"
"one","","Amy's","Filler","AOI1","","",7,"3_forks","2_plates","BoyOneAmyPlates","33-33",2,"AOI7","3_spoons","small",48,"","one","boy","","['AOI10', 'AOI8', 'AOI8', 'AOI2']","","","1_plate","undefined","1_plate","girl",39.01905,"Click on the boy that has one of Amy's plates","0","","girl","boy",1,"","",38,"[77, 172, 270, 271]",8,"boy","3_knives",2,"","","","kitchenwares","list2"
"two","","Susan's","Exp","AOI1","","",7,"2_bananas","1_apple","BoyTwoSusanApples","33-33",2,"AOI7","3_oranges","small",48,"","num","boy","","['AOI9', 'AOI9', 'AOI10', 'AOI10']","","","2_apples","undefined","2_apples","girl",39.01905,"Click on the boy that has two of Susan's apples","1_banana","","girl","boy",1,"","",3,"[90, 181, 274, 320]",8,"boy","3_pears",2,"","","","fruit","list2"
"two","","Michael's","Exp","AOI3","","",9,"2_erasers","1_pencil","GirlTwoMichaelErasers","44-22",2,"AOI9","3_rulers","small",48,"","num","girl","","['AOI2', 'AOI1', 'AOI9', 'AOI10']","","","3_pencils","undefined","2_erasers","girl",39.01905,"Click on the girl that has two of Michael's erasers","1_ruler","","girl","boy",3,"","",26,"[118, 164, 268, 297]",10,"boy","2_scissors",4,"","","","stationeries","list2"
"some","","Amy's","Exp","AOI2","","",8,"3_forks","1_fork","BoySomeAmyKnives","44-22",2,"AOI8","2_plates","big",48,"","some","boy","","['AOI8', 'AOI7', 'AOI10', 'AOI10']","","","2_spoons","undefined","3_knives","girl",39.01905,"Click on the boy that has some of Amy's knives","1_knife","","girl","boy",2,"","",32,"[110, 186, 278, 341]",7,"boy","3_knives",1,"","","","kitchenwares","list2"
"three","","Susan's","Exp","AOI3","","",9,"3_bananas","1_orange","GirlThreeSusanBananas","33-33",2,"AOI9","2_oranges","big",48,"","num","girl","","['AOI4', 'AOI9', 'AOI2', 'AOI9']","","","2_pears","undefined","3_bananas","girl",39.01905,"Click on the girl that has three of Susan's bananas","1_pear","","girl","boy",3,"","",4,"[44, 189, 328, 503]",10,"boy","3_apples",4,"","","","fruit","list2"
"three","","Michael's","Exp","AOI4","","",10,"2_erasers","1_eraser","GirlThreeMichaelRulers","33-33",2,"AOI10","3_rulers","big",48,"","num","girl","","['AOI2', 'AOI8', 'AOI7', 'AOI10']","","","2_scissors","undefined","3_rulers","girl",39.01905,"Click on the girl that has three of Michael's rulers","1_scissor","","girl","boy",4,"","",8,"[453, 457, 460, 609]",9,"boy","3_pencils",3,"","","","stationeries","list2"
"two","","Amy's","Exp","AOI4","","",10,"3_knives","1_spoon","GirlTwoAmyPlates","44-22",2,"AOI10","2_plates","small",48,"","num","girl","","['AOI4', 'AOI9', 'AOI1', 'AOI8']","","","3_spoons","undefined","2_plates","girl",39.01905,"Click on the girl that has two of Amy's plates","1_knife","","girl","boy",4,"","",35,"[16, 140, 144, 253]",9,"boy","2_forks",3,"","","","kitchenwares","list2"
"all","","Amy's","Exp","AOI3","","",9,"3_spoons","1_fork","GirlAllAmySpoons","33-33",2,"AOI9","2_plates","big",48,"","all","girl","","['AOI7', 'AOI9', 'AOI10', 'AOI9']","","","2_forks","undefined","3_spoons","girl",39.01905,"Click on the girl that has all of Amy's spoons","1_plate","","girl","boy",3,"","",16,"[151, 264, 765, 890]",10,"boy","3_knives",4,"","","","kitchenwares","list2"
"four","","Michael's","Filler","AOI4","","",10,"3_scissors","1_ruler","GirlFourMichaelPencils","44-22",2,"AOI10","4_pencils","big",48,"","four","girl","","['AOI8', 'AOI2', 'AOI9', 'AOI9']","","","1_ruler","undefined","4_pencils","girl",39.01905,"Click on the girl that has four of Michael's pencils","1_scissor","","girl","boy",4,"","",48,"[377, 405, 522, 529]",9,"boy","2_erasers",3,"","","","stationeries","list2"
"all","","Amy's","Exp","AOI4","","",10,"2_knives","1_spoon","GirlAllAmyForks","33-33",2,"AOI10","3_forks","big",48,"","all","girl","","['AOI9', 'AOI8', 'AOI9', 'AOI9']","","","2_spoons","undefined","3_forks","girl",39.01905,"Click on the girl that has all of Amy's forks","1_knife","","girl","boy",4,"","",15,"[35, 217, 325, 347]",9,"boy","3_plates",3,"","","","kitchenwares","list2"
"some","","Michael's","Exp","AOI2","","",8,"2_scissors","1_pencil","BoySomeMichaelErasers","44-22",2,"AOI8","3_pencils","big",48,"","some","boy","","['AOI2', 'AOI2', 'AOI9', 'AOI9']","","","2_rulers","undefined","3_erasers","girl",39.01905,"Click on the boy that has some of Michael's erasers","1_eraser","","girl","boy",2,"","",27,"[126, 174, 304, 343]",7,"boy","3_erasers",1,"","","","stationeries","list2"
"four","","Susan's","Filler","AOI3","","",9,"4_oranges","1_banana","GirlFourSusanOranges","44-22",2,"AOI9","1_banana","big",48,"","four","girl","","['AOI10', 'AOI10', 'AOI10', 'AOI4']","","","2_pears","undefined","4_oranges","girl",39.01905,"Click on the girl that has four of Susan's oranges","1_apple","","girl","boy",3,"","",45,"[152, 292, 370, 406]",10,"boy","3_apples",4,"","","","fruit","list2"
"all","","Susan's","Exp","AOI4","","",10,"3_apples","1_apple","GirlAllSusanOranges","44-22",2,"AOI10","2_oranges","small",48,"","all","girl","","['AOI2', 'AOI10', 'AOI2', 'AOI2']","","","3_pears","undefined","2_oranges","girl",39.01905,"Click on the girl that has all of Susan's oranges","1_pear","","girl","boy",4,"","",20,"[117, 248, 372, 374]",9,"boy","2_bananas",3,"","","","fruit","list2"
"some","","Amy's","Exp","AOI4","","",10,"3_plates","1_fork","GirlSomeAmyForks","33-33",2,"AOI10","2_forks","small",48,"","some","girl","","['AOI10', 'AOI4', 'AOI2', 'AOI10']","","","2_knives","undefined","2_forks","girl",39.01905,"Click on the girl that has some of Amy's forks","1_knife","","girl","boy",4,"","",13,"[44, 60, 152, 339]",9,"boy","3_spoons",3,"","","","kitchenwares","list2"
"two","","Susan's","Exp","AOI2","","",8,"3_apples","1_apple","BoyTwoSusanOranges","44-22",2,"AOI8","2_pears","small",48,"","num","boy","","['AOI8', 'AOI2', 'AOI4', 'AOI4']","","","3_bananas","undefined","2_oranges","girl",39.01905,"Click on the boy that has two of Susan's oranges","1_banana","","girl","boy",2,"","",21,"[37, 63, 166, 171]",7,"boy","2_oranges",1,"","","","fruit","list2"
"four","","Amy's","Filler","AOI4","","",10,"2_spoons","1_knife","GirlFourAmyPlates","44-22",2,"AOI10","4_plates","big",48,"","four","girl","","['AOI10', 'AOI10', 'AOI10', 'AOI10']","","","1_knife","undefined","4_plates","girl",39.01905,"Click on the girl that has four of Amy's plates","1_fork","","girl","boy",4,"","",47,"[14, 140, 170, 228]",9,"boy","3_forks",3,"","","","kitchenwares","list2"
"four","","Amy's","Filler","AOI3","","",9,"4_knives","1_spoon","GirlFourAmyKnives","44-22",2,"AOI9","2_forks","big",48,"","four","girl","","['AOI10', 'AOI10', 'AOI10', 'AOI10']","","","1_spoon","undefined","4_knives","girl",39.01905,"Click on the girl that has four of Amy's knives","1_plate","","girl","boy",3,"","",46,"[37, 38, 69, 114]",10,"boy","3_plates",4,"","","","kitchenwares","list2"
"two","","Amy's","Exp","AOI1","","",7,"2_knives","1_spoon","BoyTwoAmySpoons","33-33",2,"AOI7","3_plates","small",48,"","num","boy","","['AOI10', 'AOI10', 'AOI10', 'AOI7']","","","2_spoons","undefined","2_spoons","girl",39.01905,"Click on the boy that has two of Amy's spoons","1_knife","","girl","boy",1,"","",17,"[16, 101, 139, 204]",8,"boy","3_forks",2,"","","","kitchenwares","list2"
"three","","Amy's","Exp","AOI4","","",10,"2_spoons","1_plate","GirlThreeAmyForks","44-22",2,"AOI10","3_forks","big",48,"","num","girl","","['AOI2', 'AOI7', 'AOI1', 'AOI9']","","","3_plates","undefined","3_forks","girl",39.01905,"Click on the girl that has three of Amy's forks","1_fork","","girl","boy",4,"","",36,"[801, 937, 939, 1049]",9,"boy","2_knives",3,"","","","kitchenwares","list2"
"all","","Amy's","Exp","AOI1","","",7,"2_forks","1_spoon","BoyAllAmyPlates","44-22",2,"AOI7","3_knives","small",48,"","all","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI8']","","","2_plates","undefined","2_plates","girl",39.01905,"Click on the boy that has all of Amy's plates","1_knife","","girl","boy",1,"","",33,"[265, 266, 294, 399]",8,"boy","3_spoons",2,"","","","kitchenwares","list2"
"some","","Susan's","Exp","AOI4","","",10,"3_oranges","1_banana","GirlSomeSusanBananas","33-33",2,"AOI10","2_bananas","small",48,"","some","girl","","['AOI9', 'AOI9', 'AOI1', 'AOI1']","","","2_pears","undefined","2_bananas","girl",39.01905,"Click on the girl that has some of Susan's bananas","1_pear","","girl","boy",4,"","",5,"[46, 80, 175, 235]",9,"boy","3_apples",3,"","","","fruit","list2"
"four","","Susan's","Filler","AOI2","","",8,"3_pears","1_orange","BoyFourSusanBananas","44-22",2,"AOI8","2_apples","big",48,"","four","boy","","['AOI10', 'AOI10', 'AOI9', 'AOI9']","","","1_orange","undefined","4_bananas","girl",39.01905,"Click on the boy that has four of Susan's bananas","1_pear","","girl","boy",2,"","",44,"[64, 111, 434, 478]",7,"boy","4_bananas",1,"","","","fruit","list2"
"one","","Amy's","Filler","AOI2","","",8,"3_plates","2_spoons","BoyOneAmySpoons","33-33",2,"AOI8","3_knives","small",48,"","one","boy","","['AOI7', 'AOI1', 'AOI8', 'AOI7']","","","3_forks","undefined","1_spoon","girl",39.01905,"Click on the boy that has one of Amy's spoons","0","","girl","boy",2,"","",39,"[399, 430, 734, 775]",7,"boy","1_spoon",1,"","","","kitchenwares","list2"
"all","","Michael's","Exp","AOI3","","",9,"2_scissors","1_ruler","GirlAllMichaelScissors","44-22",2,"AOI9","3_rulers","small",48,"","all","girl","","['AOI9', 'AOI10', 'AOI2', 'AOI8']","","","3_erasers","undefined","2_scissors","girl",39.01905,"Click on the girl that has all of Michael's scissors","1_eraser","","girl","boy",3,"","",30,"[107, 219, 746, 782]",10,"boy","2_pencils",4,"","","","stationeries","list2"
"all","","Michael's","Exp","AOI2","","",8,"2_rulers","1_ruler","BoyAllMichaelPencils","33-33",2,"AOI8","3_scissors","big",48,"","all","boy","","['AOI2', 'AOI8', 'AOI8', 'AOI8']","","","2_erasers","undefined","3_pencils","girl",39.01905,"Click on the boy that has all of Michael's pencils","1_eraser","","girl","boy",2,"","",11,"[212, 213, 258, 276]",7,"boy","3_pencils",1,"","","","stationeries","list2"
"some","","Amy's","Exp","AOI1","","",7,"3_spoons","1_spoon","BoySomeAmyPlates","44-22",2,"AOI7","2_knives","big",48,"","some","boy","","['AOI8', 'AOI8', 'AOI8', 'AOI8']","","","3_plates","undefined","3_plates","girl",39.01905,"Click on the boy that has some of Amy's plates","1_plate","","girl","boy",1,"","",31,"[54, 128, 167, 168]",8,"boy","2_forks",2,"","","","kitchenwares","list2"
"one","","Michael's","Filler","AOI2","","",8,"3_pencils","2_scissors","BoyOneMichaelRulers","33-33",2,"AOI8","3_scissors","small",48,"","one","boy","","['AOI8', 'AOI2', 'AOI2', 'AOI8']","","","3_erasers","undefined","1_ruler","girl",39.01905,"Click on the boy that has one of Michael's rulers","0","","girl","boy",2,"","",40,"[113, 153, 154, 206]",7,"boy","1_ruler",1,"","","","stationeries","list2"
"some","","Susan's","Exp","AOI3","","",9,"2_apples","1_apple","GirlSomeSusanApples","33-33",2,"AOI9","3_pears","small",48,"","some","girl","","['AOI8', 'AOI8', 'AOI9', 'AOI9']","","","2_oranges","undefined","2_apples","girl",39.01905,"Click on the girl that has some of Susan's apples","1_orange","","girl","boy",3,"","",6,"[75, 81, 308, 357]",10,"boy","3_bananas",4,"","","","fruit","list2"
